# threads  schedule  chunk_size  time  speedup
14	auto	1	7.33246	11.198
14	auto	4	7.62412	10.7696
14	auto	8	7.34396	11.1804
14	auto	16	7.37941	11.1267
16	static	1	6.62637	12.3912
16	static	4	6.56443	12.5081
16	static	8	6.26568	13.1045
16	static	16	6.34118	12.9485
16	dynamic	1	8.7683	9.36427
16	dynamic	4	6.555	12.5261
16	dynamic	8	6.80144	12.0723
16	dynamic	16	6.46774	12.6951
16	guided	1	6.33416	12.9628
16	guided	4	6.35404	12.9223
16	guided	8	6.34872	12.9331
16	guided	16	6.48068	12.6698
16	auto	1	6.3359	12.9593
16	auto	4	6.35907	12.9121
16	auto	8	6.36155	12.907
16	auto	16	6.47607	12.6788
18	static	1	5.74074	14.3028
18	static	4	5.68097	14.4533
18	static	8	5.5913	14.6851
18	static	16	5.79758	14.1626
18	dynamic	1	6.38772	12.8542
18	dynamic	4	5.96856	13.7569
18	dynamic	8	5.84446	14.049
18	dynamic	16	5.86496	13.9999
18	guided	1	6.1517	13.3473
18	guided	4	5.73118	14.3267
18	guided	8	5.86892	13.9904
18	guided	16	5.9814	13.7274
18	auto	1	5.85918	14.0137
18	auto	4	5.71699	14.3622
18	auto	8	5.81267	14.1258
18	auto	16	5.79694	14.1642
20	static	1	5.36659	15.3
20	static	4	5.52304	14.8666
20	static	8	5.56768	14.7474
20	static	16	5.525	14.8613
20	dynamic	1	6.05852	13.5526
20	dynamic	4	5.72547	14.341
20	dynamic	8	5.61662	14.6189
20	dynamic	16	5.57168	14.7368
20	guided	1	5.45071	15.0639
20	guided	4	5.46685	15.0194
20	guided	8	5.51729	14.8821
20	guided	16	5.57553	14.7266
20	auto	1	5.45867	15.0419
20	auto	4	5.47097	15.0081
20	auto	8	5.10494	16.0842
20	auto	16	5.55371	14.7845
22	static	1	5.27877	15.5545
22	static	4	5.27188	15.5749
22	static	8	5.23919	15.672
22	static	16	5.28727	15.5295
22	dynamic	1	5.75931	14.2567
22	dynamic	4	5.44441	15.0813
22	dynamic	8	5.35969	15.3197
22	dynamic	16	5.23789	15.6759
22	guided	1	5.12777	16.0126
22	guided	4	5.1555	15.9264
22	guided	8	5.18575	15.8335
22	guided	16	5.24345	15.6593
22	auto	1	5.11829	16.0422
22	auto	4	5.14243	15.9669
22	auto	8	5.16692	15.8912
22	auto	16	5.17713	15.8599
24	static	1	4.98919	16.4573
24	static	4	9.15763	8.96616
24	static	8	4.9884	16.4599
24	static	16	4.90663	16.7343
24	dynamic	1	6.62725	12.3896
24	dynamic	4	5.21824	15.735
24	dynamic	8	4.93558	16.6361
24	dynamic	16	4.84612	16.9432
24	guided	1	4.75182	17.2794
24	guided	4	4.75052	17.2842
24	guided	8	4.7771	17.188
24	guided	16	4.82621	17.0131
24	auto	1	4.75857	17.2549
24	auto	4	4.77388	17.1996
24	auto	8	4.79974	17.1069
24	auto	16	4.83657	16.9767
26	static	1	4.59029	17.8875
26	static	4	4.46851	18.375
26	static	8	4.4996	18.248
26	static	16	4.3828	18.7343
26	dynamic	1	5.09279	16.1226
26	dynamic	4	4.83369	16.9868
26	dynamic	8	4.71987	17.3964
26	dynamic	16	4.63106	17.73
26	guided	1	4.50607	18.2218
26	guided	4	4.54187	18.0782
26	guided	8	4.55226	18.0369
26	guided	16	4.62468	17.7545
26	auto	1	4.52146	18.1598
26	auto	4	4.53656	18.0993
26	auto	8	4.55852	18.0122
26	auto	16	4.76048	17.248
28	static	1	4.79058	17.1396
28	static	4	4.64999	17.6578
28	static	8	4.6097	17.8122
28	static	16	4.61237	17.8019
28	dynamic	1	5.26279	15.6017
28	dynamic	4	4.98071	16.4853
28	dynamic	8	4.77484	17.1961
28	dynamic	16	4.71545	17.4127
28	guided	1	4.36175	18.8247
28	guided	4	4.5996	17.8513
28	guided	8	4.64084	17.6926
28	guided	16	4.63611	17.7107
28	auto	1	4.58027	17.9266
28	auto	4	4.61563	17.7893
28	auto	8	4.63028	17.733
28	auto	16	4.65742	17.6297
30	static	1	4.63681	17.708
30	static	4	4.50484	18.2268
30	static	8	4.47513	18.3478
30	static	16	4.60893	17.8152
30	dynamic	1	5.14229	15.9673
30	dynamic	4	4.91193	16.7162
30	dynamic	8	4.74682	17.2976
30	dynamic	16	4.49836	18.2531
30	guided	1	4.45105	18.4471
30	guided	4	4.57537	17.9458
30	guided	8	4.61351	17.7975
30	guided	16	4.60225	17.841
30	auto	1	4.5863	17.903
30	auto	4	4.6192	17.7756
30	auto	8	4.6469	17.6696
30	auto	16	4.65756	17.6291
32	static	1	4.79323	17.1302
32	static	4	4.67151	17.5765
32	static	8	4.71583	17.4113
32	static	16	4.61347	17.7976
32	dynamic	1	5.13709	15.9835
32	dynamic	4	4.95964	16.5554
32	dynamic	8	4.52438	18.1481
32	dynamic	16	4.72663	17.3715
32	guided	1	4.52316	18.153
32	guided	4	4.52846	18.1317
32	guided	8	4.58719	17.8996
32	guided	16	4.64817	17.6648
32	auto	1	4.56291	17.9948
32	auto	4	4.57887	17.9321
32	auto	8	4.62703	17.7455
32	auto	16	4.62776	17.7427
34	static	1	4.58522	17.9073
34	static	4	4.44021	18.4921
34	static	8	4.40739	18.6298
34	static	16	4.23687	19.3796
34	dynamic	1	5.09359	16.12
34	dynamic	4	4.62363	17.7585
34	dynamic	8	4.84892	16.9334
34	dynamic	16	4.72828	17.3655
34	guided	1	4.34813	18.8837
34	guided	4	4.21641	19.4736
34	guided	8	4.2089	19.5084
34	guided	16	4.24662	19.3351
34	auto	1	4.21365	19.4864
34	auto	4	4.25731	19.2865
34	auto	8	4.39773	18.6707
34	auto	16	4.64141	17.6905
36	static	1	4.84262	16.9554
36	static	4	4.65552	17.6368
36	static	8	4.3253	18.9834
36	static	16	4.18911	19.6005
36	dynamic	1	5.14667	15.9538
36	dynamic	4	5.16511	15.8968
36	dynamic	8	5.03834	16.2968
36	dynamic	16	4.8138	17.057
36	guided	1	4.27704	19.1976
36	guided	4	4.21081	19.4995
36	guided	8	4.16357	19.7208
36	guided	16	4.28195	19.1755
36	auto	1	4.16209	19.7278
36	auto	4	4.25617	19.2917
36	auto	8	4.50472	18.2273
36	auto	16	4.63764	17.7049
38	static	1	4.8028	17.096
38	static	4	4.40891	18.6234
38	static	8	4.25035	19.3181
38	static	16	4.28643	19.1555
38	dynamic	1	5.18261	15.8431
38	dynamic	4	5.32113	15.4307
38	dynamic	8	5.0797	16.1641
38	dynamic	16	4.45234	18.4417
38	guided	1	4.23921	19.3689
38	guided	4	4.23935	19.3683
38	guided	8	4.25678	19.289
38	guided	16	4.80284	17.0959
38	auto	1	4.58503	17.908
38	auto	4	4.21878	19.4627
38	auto	8	4.20365	19.5327
38	auto	16	4.3099	19.0512
40	static	1	4.29399	19.1218
40	static	4	4.22115	19.4518
40	static	8	4.34924	18.8789
40	static	16	4.79478	17.1246
40	dynamic	1	5.11018	16.0677
40	dynamic	4	4.92624	16.6677
40	dynamic	8	4.80466	17.0894
40	dynamic	16	4.4497	18.4526
40	guided	1	7.92799	10.3568
40	guided	4	4.23218	19.4011
40	guided	8	4.22819	19.4194
40	guided	16	4.30935	19.0536
40	auto	1	4.25163	19.3123
40	auto	4	4.25384	19.3023
40	auto	8	4.28195	19.1756
40	auto	16	4.33641	18.9347
42	static	1	4.27012	19.2287
42	static	4	4.05644	20.2416
42	static	8	4.28347	19.1687
42	static	16	3.96539	20.7064
42	dynamic	1	5.00589	16.4024
42	dynamic	4	8.16161	10.0604
42	dynamic	8	4.53947	18.0877
42	dynamic	16	4.39982	18.6619
42	guided	1	4.2502	19.3188
42	guided	4	4.30454	19.0749
42	guided	8	4.27154	19.2223
42	guided	16	4.32359	18.9909
42	auto	1	4.30691	19.0644
42	auto	4	4.33041	18.961
42	auto	8	4.32423	18.9881
42	auto	16	4.37693	18.7595
44	static	1	4.43135	18.5291
44	static	4	4.36794	18.7981
44	static	8	4.17056	19.6877
44	static	16	3.97651	20.6484
44	dynamic	1	5.07964	16.1643
44	dynamic	4	4.89759	16.7651
44	dynamic	8	4.57006	17.9667
44	dynamic	16	4.45592	18.4269
44	guided	1	4.26756	19.2402
44	guided	4	4.27207	19.2199
44	guided	8	4.27404	19.2111
44	guided	16	4.31738	19.0182
44	auto	1	4.28974	19.1407
44	auto	4	4.31028	19.0495
44	auto	8	4.31367	19.0345
44	auto	16	4.35019	18.8748
46	static	1	4.38915	18.7072
46	static	4	4.35214	18.8663
46	static	8	4.24227	19.3549
46	static	16	4.25519	19.2961
46	dynamic	1	5.16161	15.9076
46	dynamic	4	4.90223	16.7493
46	dynamic	8	4.65496	17.639
46	dynamic	16	4.5439	18.0701
46	guided	1	4.29465	19.1188
46	guided	4	4.11325	19.962
46	guided	8	4.31668	19.0213
46	guided	16	4.34907	18.8796
46	auto	1	4.27173	19.2214
46	auto	4	4.32782	18.9723
46	auto	8	4.31753	19.0175
46	auto	16	4.37613	18.7629
48	static	1	4.33657	18.934
48	static	4	4.25158	19.3125
48	static	8	4.38997	18.7037
48	static	16	4.45462	18.4323
48	dynamic	1	5.19297	15.8115
48	dynamic	4	4.95765	16.562
48	dynamic	8	4.65181	17.6509
48	dynamic	16	4.5483	18.0526
48	guided	1	4.3111	19.0459
48	guided	4	4.34517	18.8966
48	guided	8	4.32649	18.9781
48	guided	16	4.40177	18.6536
48	auto	1	4.38614	18.72
48	auto	4	4.55474	18.0271
48	auto	8	4.49771	18.2557
48	auto	16	4.49376	18.2717
50	static	1	4.37192	18.7809
50	static	4	4.23275	19.3985
50	static	8	4.20908	19.5075
50	static	16	4.08352	20.1073
50	dynamic	1	5.16733	15.89
50	dynamic	4	5.20893	15.7631
50	dynamic	8	4.79982	17.1066
50	dynamic	16	4.58184	17.9205
50	guided	1	4.33482	18.9417
50	guided	4	4.34855	18.8819
50	guided	8	4.36895	18.7937
50	guided	16	4.4556	18.4282
50	auto	1	4.87084	16.8572
50	auto	4	4.45791	18.4187
50	auto	8	4.36949	18.7914
50	auto	16	4.4386	18.4988
52	static	1	4.22614	19.4288
52	static	4	4.20027	19.5484
52	static	8	4.11531	19.952
52	static	16	4.16068	19.7345
52	dynamic	1	5.3609	15.3162
52	dynamic	4	4.89613	16.7701
52	dynamic	8	4.6963	17.4837
52	dynamic	16	4.51808	18.1734
52	guided	1	7.66348	10.7143
52	guided	4	4.3324	18.9522
52	guided	8	4.34159	18.9122
52	guided	16	4.41908	18.5805
52	auto	1	4.3986	18.667
52	auto	4	6.9659	11.7872
52	auto	8	4.38233	18.7363
52	auto	16	4.42699	18.5473
54	static	1	3.99491	20.5533
54	static	4	3.90721	21.0147
54	static	8	3.89387	21.0867
54	static	16	3.97335	20.6649
54	dynamic	1	5.01767	16.3639
54	dynamic	4	4.8052	17.0875
54	dynamic	8	9.01895	9.10403
54	dynamic	16	4.44005	18.4928
54	guided	1	4.34083	18.9155
54	guided	4	4.34007	18.9188
54	guided	8	4.34101	18.9147
54	guided	16	4.37174	18.7817
54	auto	1	4.38028	18.7451
54	auto	4	4.37526	18.7666
54	auto	8	4.37284	18.777
54	auto	16	4.41963	18.5782
56	static	1	3.95102	20.7816
56	static	4	4.08302	20.1098
56	static	8	3.9885	20.5864
56	static	16	3.81715	21.5105
56	dynamic	1	5.061	16.2238
56	dynamic	4	4.84263	16.9554
56	dynamic	8	4.73864	17.3275
56	dynamic	16	4.4605	18.408
56	guided	1	4.20148	19.5428
56	guided	4	13.9293	5.89466
56	guided	8	16.5363	4.96536
56	guided	16	18.2133	4.50818
56	auto	1	17.9165	4.58286
56	auto	4	18.5354	4.42982
56	auto	8	20.5121	4.00295
56	auto	16	19.8455	4.1374
58	static	1	7.09533	11.5722
58	static	4	4.05406	20.2535
58	static	8	3.9276	20.9056
58	static	16	4.19005	19.5962
58	dynamic	1	17.7228	4.63296
58	dynamic	4	22.7969	3.60175
58	dynamic	8	21.973	3.7368
58	dynamic	16	20.904	3.92789
58	guided	1	24.4932	3.35231
58	guided	4	20.9468	3.91988
58	guided	8	13.2601	6.19215
58	guided	16	16.9435	4.84604
58	auto	1	18.4895	4.44083
58	auto	4	20.5817	3.98941
58	auto	8	21.2011	3.87286
58	auto	16	21.6399	3.79433
60	static	1	14.2763	5.75139
60	static	4	6.11551	13.4263
60	static	8	3.55782	23.0784
60	static	16	4.08436	20.1032
60	dynamic	1	11.5135	7.13151
60	dynamic	4	4.89309	16.7805
60	dynamic	8	4.5673	17.9775
60	dynamic	16	9.29466	8.83397
60	guided	1	9.37854	8.75496
60	guided	4	4.42293	18.5643
60	guided	8	4.40103	18.6567
60	guided	16	4.4649	18.3898
60	auto	1	4.2858	19.1583
60	auto	4	4.44463	18.4737
60	auto	8	4.54118	18.0809
60	auto	16	7.80022	10.5265
62	static	1	4.10317	20.011
62	static	4	4.09738	20.0393
62	static	8	3.81343	21.5315
62	static	16	3.9139	20.9788
62	dynamic	1	5.09946	16.1015
62	dynamic	4	4.89413	16.777
62	dynamic	8	4.55243	18.0362
62	dynamic	16	4.3017	19.0875
62	guided	1	4.20117	19.5443
62	guided	4	4.42829	18.5419
62	guided	8	4.4048	18.6408
62	guided	16	4.43123	18.5296
62	auto	1	17.7182	4.63416
62	auto	4	22.2097	3.69697
62	auto	8	21.0182	3.90656
62	auto	16	19.8435	4.13781
64	static	1	13.3577	6.14691
64	static	4	7.56762	10.85
64	static	8	3.81296	21.5341
64	static	16	3.61059	22.7411
64	dynamic	1	10.0492	8.17068
64	dynamic	4	4.78809	17.1485
64	dynamic	8	4.50848	18.2121
64	dynamic	16	4.51173	18.199
64	guided	1	4.04392	20.3042
64	guided	4	8.42553	9.74523
64	guided	8	4.31582	19.0251
64	guided	16	4.36735	18.8006
64	auto	1	4.37755	18.7568
64	auto	4	9.57821	8.57246
64	auto	8	4.30217	19.0854
64	auto	16	4.36132	18.8266
66	static	1	4.16232	19.7267
66	static	4	3.95504	20.7605
66	static	8	3.92228	20.9339
66	static	16	3.70717	22.1486
66	dynamic	1	5.05379	16.247
66	dynamic	4	4.83776	16.9725
66	dynamic	8	4.48888	18.2916
66	dynamic	16	4.5523	18.0368
66	guided	1	4.39589	18.6785
66	guided	4	7.41741	11.0697
66	guided	8	6.31139	13.0096
66	guided	16	4.38102	18.7419
66	auto	1	4.40977	18.6197
66	auto	4	4.39633	18.6767
66	auto	8	4.37349	18.7742
66	auto	16	4.29105	19.1349
68	static	1	4.28253	19.173
68	static	4	4.14807	19.7944
68	static	8	4.13031	19.8796
68	static	16	3.58284	22.9172
68	dynamic	1	5.16615	15.8936
68	dynamic	4	4.90091	16.7538
68	dynamic	8	4.59915	17.853
68	dynamic	16	4.67441	17.5656
68	guided	1	4.42049	18.5746
68	guided	4	4.43277	18.5231
68	guided	8	4.37997	18.7464
68	guided	16	4.41141	18.6128
68	auto	1	4.45172	18.4443
68	auto	4	4.44861	18.4572
68	auto	8	4.42196	18.5684
68	auto	16	4.40929	18.6217
70	static	1	4.29742	19.1065
70	static	4	4.22869	19.4171
70	static	8	3.98915	20.583
70	static	16	3.90642	21.0189
70	dynamic	1	5.19289	15.8118
70	dynamic	4	4.97609	16.5007
70	dynamic	8	4.60563	17.8279
70	dynamic	16	4.64335	17.6831
70	guided	1	4.26552	19.2494
70	guided	4	4.46349	18.3956
70	guided	8	4.41617	18.5928
70	guided	16	4.3087	19.0565
70	auto	1	4.46896	18.3731
70	auto	4	4.48163	18.3212
70	auto	8	4.43287	18.5227
70	auto	16	4.44523	18.4712
72	static	1	4.2713	19.2234
72	static	4	4.18681	19.6113
72	static	8	4.17162	19.6827
72	static	16	3.83991	21.383
72	dynamic	1	5.0284	16.329
72	dynamic	4	4.9856	16.4692
72	dynamic	8	4.56781	17.9755
72	dynamic	16	4.52884	18.1302
72	guided	1	4.50105	18.2421
72	guided	4	4.48022	18.3269
72	guided	8	4.45371	18.436
72	guided	16	4.44635	18.4665
72	auto	1	10.2475	8.01259
72	auto	4	4.60182	17.8427
72	auto	8	4.5088	18.2108
72	auto	16	4.4805	18.3258
74	static	1	4.43916	18.4965
74	static	4	3.97363	20.6634
74	static	8	3.95522	20.7596
74	static	16	7.74617	10.5999
74	dynamic	1	5.23189	15.6939
74	dynamic	4	5.03585	16.3049
74	dynamic	8	4.56599	17.9827
74	dynamic	16	4.32682	18.9767
74	guided	1	4.52952	18.1275
74	guided	4	4.4605	18.408
74	guided	8	10.4079	7.88906
74	guided	16	4.43821	18.5004
74	auto	1	4.51012	18.2055
74	auto	4	4.31375	19.0342
74	auto	8	4.49786	18.2551
74	auto	16	4.47283	18.3572
76	static	1	4.4496	18.4531
76	static	4	4.36258	18.8211
76	static	8	4.38441	18.7275
76	static	16	4.22111	19.4519
76	dynamic	1	5.22376	15.7183
76	dynamic	4	5.08484	16.1478
76	dynamic	8	4.60911	17.8144
76	dynamic	16	4.62422	17.7563
76	guided	1	4.43481	18.5146
76	guided	4	4.5207	18.1628
76	guided	8	4.40967	18.6202
76	guided	16	4.48242	18.3179
76	auto	1	4.54292	18.074
76	auto	4	4.35066	18.8727
76	auto	8	4.46111	18.4055
76	auto	16	4.53982	18.0864
78	static	1	4.56971	17.9681
78	static	4	4.49056	18.2847
78	static	8	4.45612	18.4261
78	static	16	4.20161	19.5422
78	dynamic	1	5.30558	15.4759
78	dynamic	4	5.17542	15.8651
78	dynamic	8	4.82066	17.0327
78	dynamic	16	4.88781	16.7987
78	guided	1	4.75064	17.2837
78	guided	4	4.79294	17.1312
78	guided	8	4.30322	19.0808
78	guided	16	4.68328	17.5323
78	auto	1	4.71977	17.3968
78	auto	4	4.62843	17.7401
78	auto	8	4.60762	17.8202
78	auto	16	4.35312	18.862
80	static	1	4.81951	17.0368
80	static	4	4.71827	17.4023
80	static	8	4.89946	16.7587
80	static	16	4.3366	18.9339
80	dynamic	1	5.66524	14.4934
80	dynamic	4	5.79632	14.1657
80	dynamic	8	6.35754	12.9152
80	dynamic	16	4.96146	16.5493
80	guided	1	4.91454	16.7073
80	guided	4	4.86462	16.8788
80	guided	8	5.14219	15.9677
80	guided	16	4.88876	16.7954
80	auto	1	4.94313	16.6107
80	auto	4	4.89973	16.7578
80	auto	8	5.95642	13.7849
80	auto	16	7.00793	11.7165
